R7xf2	1343
Rcd3	21700
bxc1=R#	2748
dxc4+	65814
Nfh5	3052
Kc7+	9527
Rbxb4	11324
Rgg3+	240
R8xd5	7663
g7#	320779
Qaa4	13205
f1=Q#	947518
Qhh2	21596
R1e5+	7667
Kf7	9955695
Qhxh7#	29658
R1h4	3129
Rhxc6	1671
Ne5+	2241585
Qbxf1#	3046
Ndb3	5064
Rgb7	15461
Kf8	6694261
Qgb6+	2487
Rdb2#	20689
Qxa3	2301278
h6+	366178
Nxh5+	183291
Rbxb1#	5336
Q5xg3#	5818
Nxd1#	3919
dxc4#	9255
Qac8#	36005
N6b5+	320
Rcxa6#	944
Ndxe7#	587
Qdxf3#	10716
Bxb5#	97148
Rd7#	995232
Rad3+	872
Bxf8	1929233
Rdf3	19501
Bg8	346527
Ndc2+	3721
Rexc6	5555
Q8b8#	2656
Qxe6	3809947
Rxb5	2362870
Qcxf8#	5826
Rfxe1	26166
N7b6	7965
gxf5#	31203
Rcg3	4481
f1=Q	1339863
Qxd8+	2354153
Qhd6	1358
Rda2	5568
R3c7#	4613
Qcxb5#	8557
Rbg6#	7934
Raxe2	6433
Rxe7+	1124216
Rcxf6#	1306
Bxe1+	55005
Rcf2#	121309
Rhe3	10745
Qgc5	3926
Ned2+	3514
Bxa4+	48648
Ref8+	3482
Neg2	1021
Qxe7#	4636627
Qec8+	23353
Qaxg2+	1128
Qch7#	16026
Rxf4+	636231
Q8g6#	17601
Rcd7+	9809
Ndb5	30688
fxg2	206188
Qac2#	21909
Kxc3+	1476
R8f6+	3771
N7e6#	195
Qxd2+	946187
Ndc3	12401
Rdxd7+	15876
Ngxe2	14575
Qe3#	3110291
Rhxe3	4286
Qaxe6	202
R5d7+	1078
Q3f5#	5496
h8=Q+	748326
Q3c6#	4714
Rcxe1	3941
Qxb4#	789714
Rcg6#	8944
Rgxg2+	37417
Qbxb6#	12017
Reg6#	9903
R1xh4+	265
Ka5+	1341
Q4xc4+	147
Qcxc1	555
Qd7+	2059476
Raxa5	10924
Rhe4	9024
Qeg5#	41070
R5f2+	1137
R2e4	9671
R7e6	21951
Reb8	52414
Nxh6+	438584
Nhg3#	3953
Rhe6+	1064
Qb3#	2919293
Nbxc2+	2747
Ndc5#	2609
Bxa7	1733666
Rcb2	16006
R1xb3	2262
Qgc1+	2098
Rca8	15594
Qac3+	10513
N4b3	2269
Nf5#	580581
Nxd6	3039613
Qfc4+	4605
cxb6+	30975
Qe8#	8182436
Ncxe4+	5580
N4g3	2576
Kd6+	17638
R4xc5	1781
Kxd7	1400465
Na4	964560
Qhxe7+	305
Rfxe4#	1317
Rcg8	25620
g1=Q#	848770
Rgd6#	1547
Rfxb2+	887
Nac3+	4081
Ngf3+	8231
Qdf1	8828
Nba2#	1295
R2d3#	1688
Rxe6	4151676
Q2xd3	151
Qhh6	13442
Ndxf7+	4457
Rbc7+	10630
R8a2	6786
Qba7+	639
Ng1#	44092
Rdc7	32208
Qgh7#	8067
Qcxd5#	2214
Rbf8+	1366
Rfh2	8338
R2h6	1208
Q1f3#	8463
R1a6#	30656
Q3g8#	266
Rdxb2	5096
Nxd1+	397842
Nb7#	71814
Rbxb8	5629
Qa5+	1326082
Rde3	30440
Kg8#	5500
Qed7	10208
Qg4#	6449058
b3#	328878
d6+	498649
Qdg3#	21671
Nb5	2186245
Ned3+	8501
R1c5	8103
R4d3#	9174
Qexc4#	2506
b2	3210106
Rfxf6	23952
Rdg1	174754
Ne8	547232
Rfd5+	641
Qaxf7#	2188
gxh5+	74064
Kxg5	2586322
Kf4	8099974
Nc7#	1090041
Qxd5+	2120721
Rxc6#	189035
Qfa6+	580
Q8xc8#	1228
Raf2+	9578
Q8f7#	7083
Qc7#	5852249
Qbe8+	3873
Qa6+	793415
R1e2	81551
Rae6	7114
Nb1+	30094
Rxb4#	117580
Ncxd3+	2105
Nb6	1609105
bxa1=Q	86138
Q4xd4#	470
Rbxd3	4782
Kf2#	21917
Qcxc6	1720
Rxf4#	308743
Rge1#	10141
Qdxd4#	5228
e8=R+	5551
R8c5#	6027
Qbg7#	14506
bxa8=Q	96752
Qaa4#	34516
R4d2	11498
R7f6+	14478
Nc6#	488946
dxe6	827174
R8e7	74339
Qdf6+	10911
Nxb6	1732492
Bb2+	164882
Rbe2	20708
Ng7+	230160
R3c2	9783
Q5a4#	2132
Qb6#	2931045
Ra1+	2459811
Rde1+	27961
Reg5#	4674
Q1g1#	5947
Rcxc4	15076
Rcxd1#	16414
R8e2#	146328
Rxh8+	240152
R8e3+	15660
Qbh5#	4241
Qdxg1#	3410
Rdxb8#	845
Q4d5	2249
Qbxb2#	15691
Rexf8+	1148
Qxe3	3449151
Qdb1+	58834
Qed2#	28216
exf1=R+	755
Bb6#	256638
Qcf8	3394
Rhd5	6343
Rec5+	583
f1=Q+	823657
Qbe3#	13862
R7h4	1521
Rbxc5+	897
Nxb2	1451232
R7h2#	8667
Qcxd1+	463
R6a2+	419
Rc3#	534332
Qxb2+	869761
Qgxd7#	2308
Q7c6+	1031
R1d5	15890
Nce3	14508
Nxd2#	29648
Q1b6#	2380
Nac5+	1916
Qhb7#	20330
R7d6	23261
R3b4	4465
R1a4	2485
N5h6+	244
Nxc7	2370810
Rgxe2+	1325
Q8h5#	4448
fxe8=Q	47221
Nxg3	1669333
Qff6+	26681
Raxf2	8357
Qhxh4#	18668
Nf8+	293145
Rxc4	3174900
Rfxg7#	2692
Qbd8+	5819
Rcxe3+	1426
Qcxb2#	8442
Rc3	2775371
Na3	718013
Qfxd8	181
Ref3	27270
f1=R+	3368
Rac4#	922
gxf8=Q+	51710
Qda6#	19908
Q8xe2#	171
Rdxc5	6811
fxe2#	2480
R3b7	2469
R8h2	4362
Qa4	1510462
Rae7	21132
Rxb8+	436523
R1b6+	4001
Nc1+	121115
Raxb8#	17020
Qbd8#	35036
Qexe5	2117
Rfxc4#	370
Bh7	307406
R1h3	3975
N8g6+	153
Qfb3#	13173
Qae8+	4742
Qbxb7#	15822
Qeg4+	12386
Qxf6	6086322
Qec1+	22728
Qea8#	28016
N8a7	490
Rbg3+	1081
Qdc4+	2979
Bf4	4464636
Qca6#	228423
Rexf6#	2998
a8=N+	1561
Nh5#	118056
b1=R	24811
Ng6+	1537597
Qec4#	22611
Nxh7+	154768
Qbe1#	29438
Rxh4+	403354
Qd4#	1879996
Qec7+	25184
Reg1	33880
Rdxd1	11520
Rfxg6+	2626
Nhg3	4365
N5f4	2771
Rhf6+	2293
R5f4#	7470
Qhc4	616
axb3#	41230
Rbe3#	1980
Qhxb2+	1387
Qxh2+	916410
Rca4	5817
Qhb2	1814
Bh6#	860404
b1=R#	75361
Qh2#	13901371
Raa3	27281
Rfxd2+	1620
Kc7	5876285
Nab4	8144
Rhe5#	1797
Qfxf7#	13297
Qcf2#	21748
R7g6	9935
Ncxd3#	154
Rbh1	12015
R6f4#	5825
Rbd2+	3859
R1g7+	7817
Qg1	761826
Nd1#	19429
Qgd7	2349
Qga7+	578
Rfg6#	5624
Kxb3+	788
Qce2#	35949
Qc2	3034442
Rxg3+	914761
Qha6#	2545
Rd1#	9360679
Rbe2#	39390
Q2xf5#	261
Ncxb4	5929
R2b7#	5806
Q7e7#	2553
Bf2+	305191
Qhxf5#	2557
Kxa1	382096
R7xc4	2019
Q7xh7#	1580
axb2#	13656
Bb3#	222495
N3f5	1482
Q6h6#	8882
Reh6	4099
Qgxe7+	497
Rgxd6	3794
Rhxf7#	4823
Q1g2+	1941
Qdxc5#	4427
Raf2	19758
fxg4	1463712
Qhc6#	17653
Be8#	137418
R1e7	19729
R3xe4	3095
gxh7	169314
Bxf6	4898266
Qcxd1#	6515
Rfxh4	1565
Rfxg4	4017
a7#	76194
Rexf4#	2618
g4	9985415
Qxc4	4373588
Rxd3+	547411
Q1xf1#	2013
R2xe4	3170
Qcf3#	20802
Qh4	2957669
Rfxd8	67454
Rgf4	17131
f1=N+	7491
Nfd5#	2344
R1h6+	7666
Qae4+	5993
hxg1=Q+	32587
R2xc5	2001
e2#	141480
Qxf8	1282934
Ndc4	17767
Q4xg5#	4366
Rge1	67029
Rdc2	31462
R4d3	12210
R8a3+	4782
Nfxg6	2795
c1=R	18819
Rcxc5#	4281
R1e6+	18436
Q8b7#	9155
Nge2	125162
Qde2#	38558
Rac4	10340
Qfd8#	49155
Rxd7	4232218
exd5	2716641
Qga2+	575
Bxe3+	761887
Qef1#	12269
Qgc6+	1090
Rce4	10457
Qhh8	2028
b1=N+	3123
Rfg8+	3250
Q8b5#	7007
Kxg2	2820284
R5g2	3837
fxg7	289912
Rhb1	44803
R2d6	6388
R1d4	15103
Rbf7+	8057
Qgd4#	30103
R8xc4	3071
Ra1	3566325
Qgxf7+	2443
Kb6#	2237
b8=N+	2753
Rec1	131785
Qah8#	33947
R1xd6	5011
R1xc6	3707
Qxd6	5359055
Bxg6+	426587
Nexd4	21216
Rec7#	40360
Qea3+	299
Qbc5#	10981
Rbxe8	4611
Bxh3+	132280
N5d6	1143
Qxg7#	30030921
Nxa6	969568
Bc4	4649196
Bxe1	1458765
Rh2#	4727469
Qbb6+	24133
Nxe4#	57264
Qexd8#	3909
Rfxf1	7562
Qfa8#	18289
Q3a7#	532
Rhg5+	6720
R3xb7	514
Rhf1	314708
Rc4	2509436
Qee5	18854
Q4f4#	4193
Rcf8#	2873
Qcxe2#	3218
Q2f4#	2375
Qfxc5#	3541
Rce1#	5366
Qff7	39930
Nfd4#	2496
cxd7	145271
Qcf6	2489
Red8#	6874
Bxf5	4189901
R7d6#	1871
Q7xh5#	503
cxd1=Q#	111687
f8=R#	68273
d1=Q#	950265
Rhxf8	16171
Qhc6	3654
Bb1#	16971
Qc6	2969442
R7f2#	16263
Rff6	48263
gxh8=Q+	33294
Kg7+	8766
Rcxc2	37270
Bf2#	471323
Qexf7	2384
Rg3+	1527226
R4f3+	5076
Rfxf4+	5403
Rab1+	43710
h2#	168820
Rh2	2130289
d2#	111766
bxc1=Q+	59533
fxg7+	91699
fxg8=Q#	50363
dxe5#	20412
Reg4	9218
Nac7	8523
Nfd4+	7647
Rcd7	41464
cxd7#	2537
Qc4#	1428454
Qxa1	2598687
R4g5	4659
Kg2#	10193
Q1f2	2842
g4#	1309768
Qdb4#	31521
Qgd6#	12358
Q6f4#	5177
fxe2	133588
Bxc3#	197490
Rgxf5#	1150
Rgxg3+	8843
Rhc7+	2766
Bxe4	4674353
Raa1	67092
Naxb6	1193
Rgxg7	36928
R2d7+	2304
Nb8#	15940
dxe8=Q#	210637
Ndb4	18594
Nxd7+	365250
Qaa5#	33844
Rxc7	3956966
Qac6#	33053
b8=B	3547
Qexf3#	10026
Nxf1#	10050
R3c5+	1079
R1xf7#	2488
Rcxb5	3605
Qc3+	2239827
Q7d5#	1917
R5e3#	7353
Kf5+	18259
Q3f7#	4274
Rxf7+	1772823
Rxh2#	2588850
Nxf2+	1129189
Qb2#	9317291
Ka2	1966173
Nbxa5	1001
R5f3#	8936
Kg6#	7822
Rfxe1#	7179
Rdxd8#	39827
Q4xc4#	486
Ndc2	3172
Qe6+	3249213
Qxf1#	6258518
Rcb2#	12566
Raxa7	31276
Kxa2	958450
Rb5#	354188
Rcg4	2791
Raxf1	4925
R3g7#	27981
Qgd5#	32355
Rbxc5	4270
Rfxh6	1797
Q6c5+	922
Ne6#	539000
Q4xf5#	1247
Nexg6	3080
R2xf4	2782
Rexf4+	2113
R1h4+	838
Nfe2	8075
Rgd7	24647
Rdxe3	10690
Qexd7#	5169
Ndxb5	12685
Ba1	206768
R1h4#	5351
gxf4	1901946
R4a7	1167
Kf7+	15234
Q6d2#	2314
Rda6	4055
Rd5#	750664
R4e6#	7874
Q8xf7#	1988
Nxg4#	33946
R2e7	7691
R1a7	7244
Rexb5	2248
R8g6	8674
Ned7	21426
Qgxf3#	4416
Qed5#	16464
R6c5#	1540
Qf3+	3225845
Rd8#	9826076
Re8#	10771202
Re2+	2218677
Rf1#	6762000
Qg8+	1569252
Rad8+	97783
Rxf1#	5117129
Rff1	93467
Qgc7#	15069
Rc6	2708569
Qe1+	2901436
Ng4	3171424
Qd6#	2183268
Rab1#	15696
Qexc7+	467
Ncxb5	7763
bxc4+	61352
Qgc3#	11246
R5g7	4545
Bxf7	1782246
Nhxf3	3480
d8=B+	1426
Nxa7+	169889
Qga8	392
Rdxc3+	1046
Qhxf6+	2491
Qdxe3#	3469
Qxa4+	343961
Raf8	423431
Qg2+	1358385
Rhh2	54051
Nh3+	600439
Reb2#	35659
Bxh5#	34257
Kh3+	5717
Qbe7	2229
R3g2	9322
Ndb4+	2541
d2+	264658
Rbc1	171096
Nxa3#	7913
Qfc2#	19785
R1g5#	12259
Nb3+	570288
Ng8#	52340
Be7	3300087
Qaf8#	24558
Bxh3	2891058
Rdxe6	13661
Q5g3#	11746
Nxf7#	881764
Bxh2#	45423
R7xd3	1580
Qdxc2	1028
Rgf8#	3433
Rexg6	3057
Bxc5+	447218
Qfxf5#	9732
R2xa4+	115
Qhxh1	434
Qe3+	3200381
exd2#	3820
Qdf2#	45518
Q4a8#	440
Rxd8+	2022666
Qf6	5243841
fxg2#	32997
Rcc4	26705
R1a5#	6958
Rbe6#	1694
Qda2#	32905
Rgxg7+	43676
R5g3	4610
Nxc6#	107282
bxa1=R+	308
O-O+	26194
Qdd6	22220
Qeb8#	26984
Reb8+	2259
Qfb5+	2565
R1f4#	12371
Rfe7#	13817
Kc2#	14732
exd8=Q	68353
Qxe1	1543906
Nd5+	1976402
Rfc6	7529
c8=R	18212
Nfe4+	7781
Rhf8#	14833
Kh5	3717894
Qexd4#	2001
Qexc2#	2490
Q8d5	1600
Rb4#	358621
Rcxc5	14124
N6xe5	2818
Qdd2+	53868
R2a7#	3175
R5g3#	5036
Q2xc2#	832
Rfh1	19173
Rhb6	2832
R6g2+	1082
R5f4+	4354
Qc6+	2198363
Nde5+	5848
N6g5+	662
R1g7	3844
Qxg1	666033
Rgxd3	3725
R8d4+	6412
Q8xg8#	1913
