Qch7+	249
Rdf2+	6520
Q5g4#	7827
Rcxg1#	2577
Ndc3#	1563
Rfh4	10180
d7+	293446
cxb6	691408
Qfb1#	19972
Qxa7#	1206118
h8=Q#	1346496
Qbxb2+	1718
Nf2#	1801067
Rxa3+	221042
exf1=Q	32433
Kf5#	2824
R3f6#	10804
Rcd8	272584
R1f6	14094
Rxg8+	377407
Q2e2#	2376
Bd8	799280
Qca3#	223713
Rde4	21041
Nxg7+	334180
Rge5#	2087
Ba2+	41659
Bxc2+	135173
R1d6#	145291
Na2#	114998
Rda8	14402
Rgh7	9916
Qhd2#	10719
Qff5	22696
Qe8d8#	39
Nxg8+	79552
R7g5+	1918
Q3g5#	5976
Qgb5	560
Rfc3	9097
Bd3+	832548
gxf8=Q	37859
hxg7+	68867
R1f6#	100148
fxe8=Q#	96457
Rfxg1#	9388
Rxa6	2634988
R5g6#	10753
Rhe2	14940
Qeg8+	38224
Qfxf7+	3883
Nfe2#	1474
Qae2+	1270
Q6a4#	3112
Nexd7	27972
R7xc5	2295
a1=B+	2135
N1f3+	298
cxb1=Q+	39115
Qa7#	2200186
Kc2	5701319
Qxb1#	622561
fxe1=Q#	75235
R2b4	3854
Rfg6	18418
Nxh4#	7667
bxa1=Q+	50542
Qaxa2#	19291
Qfc4#	25567
g1=R#	65270
Ra4	2105858
Nfxd5+	3963
hxg8=N+	185
Nhxg4	3097
R7d5#	4400
Qdd2#	79714
Qee3	21475
Qhxd1#	1796
exf3+	132517
R3f4	10423
Rcb1	43299
Bg5	4867415
Nac6	12903
Nhf4	17290
Rbxb5+	1947
R8f6	20469
Rdb1#	7149
Kc8+	3761
Qgd8+	3700
N4f5+	1880
Qdd7+	53749
a1=R+	5075
Ncd5+	7146
Nbc7	4961
R7f2	8425
Nexd6+	3006
Qfxc4+	1045
Qab8#	7663
Rab8+	37814
Nbc6#	1476
Rfe1+	136350
Rexc3	6044
Rdd5	35457
Ref6#	2922
Rdxd8	13001
Rbd1#	8451
g6#	708132
Rce4#	1196
h1=B#	1519
Rah8	65930
Rad6	9865
Rgxh7#	1349
Q5e3+	1013
Qxf4	5118138
N3b5	1041
Ref7	41150
Nfxg2	1263
Qhf6	10936
b8=R	23611
fxg6#	62059
Rgxf3	5056
Bh2	301900
Ng8+	68077
Bc1	976392
Rfe2+	14538
Re5+	1070660
Q7f4	284
Q4b6#	7809
Qbe8	4399
Ke5	6998506
Q8f6#	8123
Qec3+	10923
Re4#	990508
Raxb2#	747
fxe6+	92576
c8=Q#	868287
R8h3#	73898
Be2#	378423
R2e5	6116
R6d7#	6353
Rc7	4296023
Bh1	166635
Qee5+	18128
Raxb1	24832
exd3#	2774
Nbd4#	1504
Qxf3#	1558588
Qc1	1281668
Bxb4+	388265
Bxc3+	1063421
R8xf3#	1320
Rfc8#	12828
Qeg5+	11911
Qexf6#	9070
Rde2+	14811
Qab5#	7714
R4c3#	5982
Q7b3#	1235
Rcxd2+	2331
Qfxc1#	1576
Kf3#	4310
Rcb2+	9918
Rdb2	13405
Qg1#	5781924
R8g4	5264
Qfxc8#	2302
bxa8=Q+	65335
Ba4#	110561
R6b7	5647
R3h2+	2934
Qdxd4	2065
Rgxf4	4723
Qexa8#	385
Qhg5+	3720
Ra5+	650025
dxe2+	18087
Nfxe1	764
gxh8=N	165
Nbxc6	7045
Rgh5	11462
bxa7+	12568
Qd7	3762832
Rhh7	59565
Nxb6+	232583
Raf6	4962
Rad7	21577
Nfd3+	7872
Q6xd2#	59
b1=B#	853
Rbxc7+	1726
Nef5#	2779
Rag3+	1398
Nbd6	9927
Qaf7#	10219
R6g3	3426
Rfxe8+	1213
Rch1	15252
Kxb5+	1093
Rgxh3	1879
Q4xf3+	195
Qac3#	34057
Rexe8+	4993
Qgd1#	32460
Rac7#	16436
R5d4	9643
Rcf8	66192
R1c2	38802
Bd2#	308387
Rhf1#	15148
Bf3+	651981
Rfxf7+	36408
R3c2#	3650
Qde8#	15486
Bxg1#	2819
Rdxb2+	682
Rbd4	9364
Rbc7	29631
Rcxa5+	117
N7d5	4438
Raxc4#	734
Qf1+	2015178
Rac3	12177
fxe1=R#	2982
Ncb3	4555
fxe5	2203180
d3#	60450
Rab5	10437
Nef6+	18440
Qdb3#	47785
Rcg1#	16079
Qexe7+	1714
Qbxc1#	4357
N2f3	16501
Qac4	2993
cxb5+	44749
Q4g7#	3223
fxe4	1931165
Rxd2#	182471
Rxb3	2444473
Kd7+	13062
Re8+	4221136
Qac6	10248
dxe3#	1683
d1=N	3891
R1e3	29635
N5f4+	1479
Bxe4+	528901
Qxg4	5877384
Qb6+	1524374
Nxg1+	73014
Qdb8+	58269
Q4xa7+	66
Rexd1	32688
Nexc5	7123
Ngxe4	31528
Qcd1	3985
R4d5+	4075
Rhc7#	45256
Rfxg5	4016
fxg1=Q	26090
Nb3#	377235
Qxc8#	2003032
Nec3#	2162
Rag7+	14029
Qfe4#	15974
Q4e6#	4413
Q7xf6+	313
Qfxf2#	11971
Rc5	2427030
R8e4#	42923
R6h2#	9485
R1e3#	14985
Bac6#	39
N3e4	6125
Rxg3	1983949
Bg6	1753905
Qxg2#	33802553
R1f5#	25249
dxc6	1053550
Rae1+	69394
R8f4#	32146
Qfe7#	32707
Rhe6	8534
Qh6#	4919411
Rcxc7+	10160
Qbc8#	8116
Q6f1#	80
Nce4#	8342
Qdxc8#	3699
Q5d5#	3473
Nd7	3123309
Qcxf4+	2544
Nxg3#	303693
Rcf7	22247
Ncxa5	937
Rab2	30654
Bxg8	1032295
Raf3#	4780
Qxh6+	1167963
Q8xg7#	7720
Qxc6#	771675
Rdc6	15539
Bh3	1704328
Bxd8	4974042
Q8d6#	7044
Qeb1#	25226
R2g5#	2968
Rgxh2	2261
Qdd3	23057
Nxf5+	539432
Rcb5+	844
R8xe5	8700
Nc1#	18302
Ncd4	32649
Ndf5	16710
Bxg2+	391575
R6d7	18682
Qe7#	7275904
Red6	26658
Nhf5	18372
Qfxg6#	22101
dxc1=Q+	52981
Raxe8	23065
N5h4#	217
Q8f3#	3939
Ng8	327471
axb4	1932161
Q1h3#	9544
Neg4#	3122
R3b2+	1504
Q8e5#	4528
Rdxd2#	10032
Kxd6	1448740
Bxh6	3367696
Q6xg6+	268
Red4#	1500
Bg7	2055095
Bxa2+	45360
Raxg2#	2476
Rcb8	44164
Qdxd7	1562
R1g6	7190
Q6xg5#	2980
R2h7+	916
N7d5+	2035
Rxd7+	852916
N2c3	5794
Q4xb2#	396
R7d5	9543
Rac1+	70582
Qh4#	5469110
Qxf1+	1206342
Rxf5	3692053
Rxd3#	192744
Rga2	1743
R5h2#	5006
R2d3	22704
Ngf6+	11381
Qab6#	13126
exf7#	53502
Qxd1+	2292689
Qxe6#	1551214
Bb7+	195485
Nfd6#	1880
a6	6672620
Nxd6+	1532904
Raf8+	7414
Qea6#	15373
Rhxh6#	55893
Nhf7+	2702
Rbb5#	57
b5	8534751
Rcd2+	11551
Qaa3#	29411
Qdxd4+	2017
Bxh7+	695257
Qhc7#	7675
Nxe6#	159111
e1=B	1991
R3h7#	17937
g8=R#	75435
c3#	154887
Nfd8	939
Qcc3	25926
Q3d3+	1052
Qag2#	19745
Raxd5	4675
Bxc4	3552085
Nd3+	2496741
Rc2	4168716
Kxh2	1663339
Red3	31394
Qxe7+	1182008
Qce2	6991
Rdxd5#	6203
Qdxg5#	17111
Raxd7#	1635
dxe3	549456
Nc4+	1085487
Nab6	4970
Rde1#	13076
Kh1+	2108
Rcd2#	8300
Qdd8#	490653
Ncxe3	6952
Q1e3#	7401
Qag8#	30635
Bg5+	1379514
Nfe5+	9047
Rhg6+	10785
Q6f4+	758
Qdxg7#	8098
Qdxe2	1295
Qgg5+	14943
Nc7	1704992
Rhe8#	32541
Qhf7#	27789
R7f3#	13707
gxh3	1225003
Rhxf7	9920
Nhg6#	4008
R7c6	14221
a1=Q	2858515
Qab2+	15673
Qaxb8#	5025
R7xf5+	786
Q6b4#	5395
Nf3#	1681002
Rfd8+	37272
Bxf2	1589693
Kxe2	1547234
Q8d8#	3419
Q5b4+	693
Qdxa4#	2202
Rhxf3+	1757
Ncd2#	803
Q4a7#	3090
hxg8=Q	52647
Qxb3	2659086
Q8xa7+	372
R3d5#	4750
Rae2#	39226
Rcd5+	1986
exf8=Q#	191247
Rdf3#	4328
Nxg1	397651
Kxc7	1235670
dxe8=Q+	90360
Nfxg4+	1529
R1a6+	4276
R7b6	7826
Red1#	9170
Qee7+	53922
Nf7+	2802360
Qd4+	3633650
f8=Q+	870795
Nxh3	920526
Rba7	8066
Qdxa7#	1470
Rfd3#	2509
Nac2#	1696
R7e3	7918
Rexg1#	4128
Qhxd7#	1389
Q7e6#	2110
Rbc5	10404
Qcd4	5142
R8a4#	6148
R6g5+	3390
Kxd2	1305506
Rcg7+	12955
R6b2+	528
Nxe1+	285036
Bxh4	1907956
Ncxd4	29203
Ba7+	41029
c2+	232600
Qhe1#	30403
Rgf1	85452
N5c6#	483
Rec6	11428
Rexe6	31367
Rhxe6	5458
Nxd8+	598599
Re5	2851713
R4g3	6055
Nhf4+	7042
Qaxh7#	880
h2	3284032
Rhxg7+	4886
Rfe8	1275658
Bd2+	258200
Bxb3+	78491
Raxe4	3524
R4d7	7489
Bc7	1334724
Ree8+	499
R3f5+	1857
R8xd6	7387
Qhh7+	42450
Qdb7#	44711
cxd1=R#	5511
Nexc6	7616
Ndc7	3736
R2xe3	4383
Bxa2#	9116
Qcxa6#	3037
Rgg6	25308
bxc6	1758658
Rbf2+	8605
Qff2#	68707
Raf1+	6706
Kb3+	7675
Bc6#	571939
Qcxc3#	6438
Rdc2#	8760
Nh5+	485680
Nh2+	141682
Nbxc3	6556
Qxc1+	1625280
Bg7#	489164
Ngxe5	39068
d8=N	4035
R8b7+	6198
R8f3+	12248
N5c4	1977
Rdxc6	7954
dxc4	1779743
Rdf1#	9398
hxg6#	88456
bxa4#	2159
Qbe5	6220
Rxb4	2380409
Raa2	95942
Rgxa4	553
Qexa1#	266
Qfd2	8895
N6f4	1417
R6h7#	7944
Qeg3	12725
Qdxb3#	6599
Rfxf6+	10451
Ndc7#	3685
Q6g5	1308
Rhe1	496043
Ng4+	1234822
Kxf6+	3009
R5xe2	978
Qdb8	33397
Rgf2+	29869
e1=R+	4405
Qexe8#	3484
b1=B+	1612
Qba3	947
Qfg4#	40250
Rgf1+	7458
Bxg6	2127031
Rfb7	17230
Qhg5#	9497
R6xf5	3406
N7e5+	2697
Rfxd7	12759
Q8b7	2848
R2f3+	15410
Q3xg5#	1930
Raxg8	2134
Ne1+	294647
Qxh8#	914291
R7xe5	3891
Rfxb2#	1290
Bxh3#	59499
Bxb2+	139565
Rcxf6	4306
Nxb4+	131713
Rhc1#	5800
R8xb4+	243
Rhxh5#	48756
Ree7	349954
R1xc7#	682
Qeg8#	92078
Rexc7#	1547
Qe4+	4006764
gxh7#	26517
R2c3+	8920
Qb1+	1965451
Qd3+	2353344
Rcxa7#	1475
Q2e5#	2919
Rfxg2	5191
R4a3+	1446
Bxh6#	79522
Qxc3#	678143
Bc7+	219731
Ree4	38461
Rdxd6	27005
Qhd6+	901
Rgxg6#	8358
Rfa7	4797
R8f2	8646
Kc1+	4073
R4f2#	6607
Rgc7	23208
fxe1=Q+	41589
Qed1#	9709
Rfb1+	9563
Nfxd7	12139
Qexe6#	7844
Qxf5+	1503825
Kf3+	20353
Bd5	3992145
Qga8#	14711
Qde2+	10226
fxg1=N	119
dxe5	3083970
Kh3	5664853
Re3+	1378369
Rhf7	19659
Kxa4	1130463
R2g6	4468
c8=Q	1783644
cxb2+	83816
Rec2+	2314
R7g4	4476
hxg5	2804734
Bxa4	1558781
Rb2	3255441
O-O-O+	125377
Qg2#	27351985
Nxh5	1989837
Rgd1+	1459
Kd2#	9393
axb2	224678
R8d7+	24036
exf7	177393
Rxg3#	323565
Kxg4	2504959
axb3+	43031
cxd2	130908
Rbd2	24897
Kh7#	3914
R6f7+	3618
Qcxd2	1378
Nexf2	6237
Qcxe4+	751
Rdh3	7834
Rgc1#	1620
Rgxa3	600
Rge7	30943
Qce3	10494
Rac8+	58088
Kc1	2687721
Qcc8#	494235
Qce8#	55460
Ndxc5	7345
e3	3794011
Rce3	15268
Ned4	32331
Rfxd1	72429
R2g4#	3018
Rbd7	25788
Rcg8+	2229
R4h3#	6944
R2xa7	831
Ngxh7	3484
Qdd8	6152
Nce5+	9892
Rgd1	41650
hxg3	1637047
Nfxe2	2614
Rbxc7	9324
Kg8+	6525
Bc6+	582157
Rfxh6+	1084
Ngxe3	5329
R5xg6#	215
g1=Q	1580518
Rxc1	2468226
Nfd6+	8341
Raxe7	7350
Rd2+	2227852
Qdxf5#	6274
Qexh4#	5000
Rbxf2#	2736
Ngf3#	2887
Nexg4	17056
R8xe6	7829
Q4c2#	5207
Qhxh3+	1029
Qcd5#	14823
Nxe3	3054589
Red7+	10859
Qcxe4	815
Rf6#	1026213
dxe1=Q	43899
Rcxf1#	10420
Rgxf1#	14011
Qhg7#	43052
Na6+	122367
Kf4+	18156
Qf5+	3286746
Ndf7	4292
Ng2#	148257
R1xg3	1937
Rf8+	2510707
Ndb6#	1406
Qh8+	1609751
Ng5#	427386
Nh8	55601
Qbd1#	35471
Qb3	2516543
Qdf6#	51528
Q2a3#	2013
Qaxg8#	1247
Q5c2#	4001
Kb6	5171070
Nxc6	3478968
R3c7	4779
Qeh8#	48417
Rxe6#	319516
R3f4+	7035
Rgxf5	4617
Bxh5	1781054
Ng5+	1433614
Rxa1#	191221
Qgxe3	513
Qbxb3#	11652
Nbd1	476
Ref1	109579
Rcxb2	5939
R3a7#	2442
Rdxe8#	45407
Qee2	39287
Rdg7+	10429
Nfg4	25021
Nf8#	41724
Rxc1+	1000788
Raxb1+	1314
Qgxg8#	3278
